appid,developer,publisher,platforms,categories,tags,price,ratings
757440,Armagedoom Games,Armagedoom Games,windows,Single-player,Strategy;Indie;Simulation,4.79,0.0
757450,Hosted Games,Hosted Games,windows;mac;linux,Single-player;Steam Achievements;Captions available;Steam Cloud,Indie;Adventure;RPG,5.19,0.0
757480,Dynamic Media Triad,Digital Tribe,windows,Single-player,Indie;Adventure;Surreal,11.39,4.0
757490,LED - UFMG,LED,windows,Single-player,Free to Play;Indie;Casual,0.0,0.0
757500,Enoch;Horbin,Infinite Opal,windows,Single-player;Steam Leaderboards,Early Access;Action;Adventure,8.29,0.0
757540,Wholetone Games,Wholetone Games,windows,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Simulation;Casual;Dating Sim,2.09,0.0
757580,heavenly-roads,heavenly-roads,windows,Single-player;Steam Workshop,Indie;Action;Simulation,5.79,0.0
757590,Old Town Entertainment,Old Town Entertainment,windows,Single-player,Early Access;Simulation;Indie,3.99,0.0
757600,Torus Games,Outright Games,windows,Single-player;Steam Achievements;Full controller support,Adventure;RPG;Action,15.49,0.0
757630,Sonic Shield,Zodiac Interactive,windows;mac,Single-player;Partial Controller Support,Early Access;Indie;Action,7.19,0.0
757670,ActEvolve Inc.,ActEvolve Inc.,windows,Online Multi-Player;Online Co-op,Action;VR,6.19,0.0
757690,Jl Apps,Jl Apps,windows,Single-player,Indie,2.09,0.0
757700,Jonathan Rocha,Jonathan Rocha,windows,Single-player,Action;Indie;Casual,0.79,2.0
757720,oksdev,oksdev,windows,Single-player;Steam Achievements,Adventure;Indie;Casual,2.09,0.0
757730,Wicked Cake Games,Wicked Cake Games,windows,Single-player;Partial Controller Support,Strategy;Action;Indie,4.79,0.0
757780,Joseph Lee,Nodical Games,windows,Online Multi-Player;Partial Controller Support;Includes level editor,Early Access;Action;Indie,7.19,0.0
757810,VM World Studio,VM World Studio,windows,Single-player;Multi-player;Local Multi-Player;Steam Workshop;Steam Cloud,Free to Play;Massively Multiplayer;Zombies,0.0,0.0
757860,Mykhail Konokh,Mykhail Konokh,windows,Single-player;Steam Achievements;Steam Cloud,Indie;Casual;Relaxing,1.59,0.0
757870,SergioPoverony,SergioPoverony,windows;linux,Single-player;Steam Achievements,Indie;Action;Adventure,3.99,0.0
757910,Inversion Software,Inversion Software,windows,Single-player;Steam Achievements;Captions available,Adventure;Casual;Free to Play,0.0,0.0
757990,Bumfuzzled Gibbons,Bumfuzzled Gibbons,windows;mac;linux,Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Full controller support,Action;Top-Down;Indie,3.99,0.0
758020,FockaGames,FockaGames,windows,Single-player;Steam Achievements,Action;Adventure;Indie,6.19,0.0
758050,Kavkaz Sila Game,Kavkaz Sila Game,windows,Single-player;Steam Achievements,Indie;Simulation;Violent,2.09,0.0
758070,Renegade Sector Games,Renegade Sector Games,windows;mac,Single-player;Steam Achievements;Full controller support,Action;Indie;Twin Stick Shooter,5.79,0.0
758080,WRF Studios,WRF Studios,windows,Single-player;Steam Achievements,Early Access;Action;Vampire,11.39,0.0
758090,Lose,HIKARI FIELD,windows,Single-player;Steam Trading Cards;Steam Cloud,Visual Novel;Anime;Adventure,19.49,4.0
758100,Polytale,Polytale,windows,Single-player;Steam Achievements,Indie;Simulation;Strategy,2.09,0.0
758120,Lotte|EoD,Agger Interactive,windows;mac;linux,Single-player;Partial Controller Support,Casual;Simulation;Racing,2.89,0.0
758140,Nalu Zou,Nalu Zou,windows,Single-player,Action;Indie,4.79,0.0
758150,Snare Games,Snare Games,windows,Single-player;Steam Achievements;Full controller support;Steam Cloud,Early Access;Indie;Action,2.09,0.0
758170,Frozen Rose,Frozen Rose,windows,Single-player;Steam Achievements;Full controller support,Action;Adventure;Indie,2.89,0.0
758190,Meta Interaction,Meta Interaction,windows;mac,Single-player;Steam Achievements;Steam Cloud,RPG;Strategy;Adventure,7.19,3.0
758210,OneTechAsia,OneTechAsia,windows,Single-player,Early Access;Adventure;Simulation,0.0,0.0
758220,Night Apparatus,Night Apparatus,windows;linux,Single-player;Steam Achievements;Partial Controller Support;Stats;Steam Leaderboards,Adventure;Action;Indie,3.99,0.0
758250,OneOcean LLC,OneOcean LLC,windows;mac;linux,Single-player,Early Access;Strategy;Indie,11.39,0.0
758280,Firetail Games,Firetail Games,windows,Single-player;Multi-player;Local Multi-Player;Partial Controller Support,Early Access;Action;Indie,0.0,1.0
758320,Winter Wolves,Winter Wolves,windows;mac;linux,Single-player;Steam Achievements;Steam Cloud,Sexual Content;Nudity;RPG,19.49,0.0
758330,D3T,SEGA,windows,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Adventure;Open World;Action,24.99,3.0
758370,CGE Digital,CGE Digital,windows;mac,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Turn Notifications,Strategy;Indie;Card Game,12.39,3.0
758400,Smash Game Studios,Smash Game Studios,windows;mac;linux,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,Action;Adventure;Casual,0.79,0.0
758410,Big Ant Studios,Big Ant Studios,windows,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,Tennis;Sports,19.99,0.0
758470,"\"Nikita \"\"Ghost_RUS\"\"\"",Ghost_RUS Games,windows,Single-player;Steam Achievements,Indie;Action;Casual,0.79,0.0
758480,"\"Nikita \"\"Ghost_RUS\"\"\"",Ghost_RUS Games,windows,Single-player,Adventure;Indie;Casual,0.79,0.0
758500,Going Loud Studios,Going Loud Studios,windows,Single-player;Steam Achievements;Steam Cloud,Casual;Clicker;Satire,0.79,4.0
758530,Jeff Nusz;Mindful Mammoth,Mindful Mammoth,windows;mac,Single-player;Steam Achievements;Steam Leaderboards,Free to Play;Casual;Adventure,0.0,4.0
758560,Two Zoos,Two Zoos,windows,Single-player;Multi-player;Online Multi-Player;Stats,Early Access;Indie;Action,0.0,2.0
758570,Peace & Love Games,Peace & Love Games,windows,Single-player;Steam Achievements;Full controller support;Steam Cloud,Indie;Casual;Adventure,1.99,2.0
758580,Elephant Games,Big Fish Games,windows,Single-player,Adventure;Casual;Hidden Object,7.19,0.0
758590,Mariaglorum,Big Fish Games,windows,Single-player,Adventure;Casual;Hidden Object,7.19,0.0
758600,Elephant Games,Big Fish Games,windows,Single-player,Adventure;Casual;Hidden Object,7.19,0.0
758610,Boomzap Entertainment,Big Fish Games,windows,Single-player,Adventure;Casual;Hidden Object,7.19,0.0
758620,ERS G Studios,Big Fish Games,windows,Single-player,Adventure;Casual;Hidden Object,7.19,0.0
758630,Mad Head Games,Big Fish Games,windows,Single-player,Adventure;Casual;Hidden Object,7.19,0.0
758650,Deep Shadows Games,Big Fish Games,windows,Single-player,Adventure;Casual;Hidden Object,7.19,0.0
758660,Enthusiast Games,Enthusiast Games,windows,Single-player;Steam Achievements,Early Access;Action;Indie,15.49,1.0
758700,StarSystemStudios™,StarSystemStudios™,windows,Single-player;Steam Achievements;Full controller support;Stats,Action;Indie;Gore,2.89,0.0
758730,Torus Games,Outright Games,windows,Single-player;Partial Controller Support,Action;Family Friendly;Casual,24.99,0.0
758790,Eross Video Games,Eross Video Games,windows,Single-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards,Indie;Casual;Music,1.69,0.0
758870,PixelCount Studios,PixelCount Studios,windows,Single-player;Full controller support,Early Access;RPG;Simulation,7.49,2.0
758880,Yuri Eletskikh,redsungames,windows;mac,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;In-App Purchases;Steam Leaderboards,Strategy;Massively Multiplayer;Indie,2.89,0.0
758920,TheElvenTale Games,TheElvenTale Games,windows,Single-player;Steam Achievements,Indie;Casual,0.8,0.0
758930,Farbs,Farbs,windows,Single-player,Strategy;Action;2D,7.19,2.0
758980,DYNAMICNEXT,DYNAMICNEXT,windows;mac,Single-player;Multi-player;Online Multi-Player;Steam Achievements;In-App Purchases;Stats;Steam Leaderboards,Free to Play;Massively Multiplayer;Simulation,0.0,0.0
758990,Jannik Nickel,Jannik Nickel,windows;mac;linux,Single-player;Steam Workshop;Includes level editor,Early Access;Action;Strategy,6.19,1.0
759000,Kyrylo Kuzyk,Kyrylo Kuzyk,windows;mac,Single-player;Steam Achievements,Indie;Casual;Puzzle,3.99,2.0
759010,Ragdoll Inc,Ragdoll Inc,windows;mac,Single-player;Steam Achievements,Action;Adventure;Indie,2.09,0.0
759030,ritokergame,ritokergame,windows,Single-player,Early Access;Indie;Action,1.69,0.0
759040,Shy Robot Games,Shy Robot Games,windows,Single-player,Early Access;Action;VR,6.0,0.0
759060,Astrofish Games,Astrofish Games Ltd,windows,Single-player,Action;Indie;FPS,15.49,0.0
759090,Peace,Peace,windows,Single-player,Adventure;Indie;Gore,2.09,0.0
759160,Angry games,Angry games,windows,Single-player;Steam Achievements,Casual;Adventure;Indie,2.09,0.0
759220,Blaze Epic,Blaze Epic,windows,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Action;Indie;Adventure,1.69,0.0
759260,Blue Sunset Games,Saurus Digital,windows,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support,Early Access;Action;Indie,7.19,0.0
759440,Sleepy Duck,Sleepy Duck,windows;mac,Single-player;Steam Trading Cards;Steam Cloud,Adventure;Indie;RPG,6.19,1.0
759460,Youxicehuahuisuo,tengenstudio,windows,Single-player;Steam Achievements,Sexual Content;Nudity;Action,0.79,0.0
759500,For Kids,For Kids,windows;mac;linux,Single-player;Steam Achievements,Indie;Casual,2.1,0.0
759530,Struckd AG,Struckd AG,windows,Single-player;Online Multi-Player;Online Co-op;Cross-Platform Multiplayer;Includes level editor,Early Access;Free to Play;Action,0.0,0.0
759540,Playsnak,Playsnak,windows,Single-player;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Early Access;Action;Bullet Time,6.99,2.0
759610,Trokhin Viktor,indie_games_studio,windows,Single-player,Adventure;Indie;Violent,2.89,0.0
759640,Havana24,Havana24,windows,Single-player;Steam Achievements;Partial Controller Support;Stats;Steam Leaderboards,Indie;Action;Adventure,2.09,2.0
759650,Notus Games Ltd,Notus Games Ltd,windows;mac,Single-player;Steam Achievements;Steam Cloud,Casual;Indie;Puzzle,7.19,0.0
759740,Milestone S.r.l.,Milestone S.r.l.,windows,Single-player;Online Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Racing;Sports;Simulation,39.99,0.0
759750,JoyBits Ltd.,JoyBits Ltd.,windows,Single-player,Casual;Indie;Simulation,0.79,0.0
759800,Luis Eduardo Guedes Martins,Fables of Laetus,windows,Single-player,Free to Play;Strategy;Indie,0.0,0.0
759830,Ilias Giouroukis,\"\",windows;linux,Single-player;Steam Achievements;Partial Controller Support,Action;Indie;Bullet Hell,0.79,0.0
759840,Random Bird games,Random Bird games,windows,Single-player,Action;Indie;VR,5.79,0.0
759850,Playito.com,Playito.com,windows;mac;linux,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Partial Controller Support,Sports;Action;Indie,10.29,0.0
759920,Ultraint,Ultraint,windows,Single-player;Steam Achievements;Steam Cloud;Stats,Early Access;Action;Indie,4.99,0.0
759940,内购人生PABL,内购人生PABL,windows;mac,Single-player;Steam Achievements;Steam Trading Cards,Indie;Dark Humor;Satire,2.09,2.0
759950,Simon Bissonnette;Raphaële Halimi,Uizuno,windows,Single-player,Early Access;Action;VR,3.99,0.0
759970,ecoddr,Pujia8 Studio;Gamera Game,windows;mac;linux,Single-player;Steam Cloud,Free to Play;Anime;RPG,0.0,3.0
759980,Scribe,Alpha Graphic Designs,windows,Single-player;Steam Achievements;Stats;Steam Leaderboards,Early Access;Casual;Action,7.19,0.0
760000,Wheeler Studio,Wheeler Studio,windows,Single-player,Early Access;Action;Adventure,7.19,0.0
760010,MONSTER CITY,MONSTER CITY,windows,Single-player;Steam Achievements;Steam Leaderboards,Action;Indie;Casual,7.19,0.0
760030,DigiFeather,DigiFeather,windows;mac,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,Strategy;RPG;Indie,3.99,0.0
760050,CYBERPHO,CYBERPHO,windows,Single-player;Steam Achievements;Full controller support;Stats;Steam Leaderboards,Early Access;Action;Indie,7.19,2.0
760060,The Bearded Ladies,Funcom,windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Strategy;RPG;Turn-Based Combat,29.99,3.0
760080,Coffee Cat Games,Black Tower Entertainment,windows;mac,Single-player;Steam Achievements;Steam Cloud,RPG;Indie;Turn-Based,7.19,1.0
760220,dimosha_92,dimosha_92,windows,Single-player;Full controller support,Early Access;Casual,1.69,0.0
760320,FobTi interactive,FobTi interactive,windows,Single-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Partial Controller Support,Action;Adventure;Indie,5.79,1.0
760330,adnzzzzZ,adnzzzzZ,windows;linux,Single-player;Steam Achievements;Partial Controller Support,Action;Casual;Indie,1.69,4.0
760350,LillyWelland inc.,Bitlock Studio,windows,Single-player;Steam Achievements,Indie;Casual;Match 3,2.09,0.0
760360,Recreat4,Virtuactions,windows,Single-player;Steam Achievements,Simulation;Indie;Casual,5.79,0.0
760390,Divagated,Divagated,windows,Single-player,Indie;Casual,0.79,0.0
760400,2-Volt Games,2-Volt Games,windows,Single-player;Online Multi-Player;Partial Controller Support,Early Access;Indie;Racing,4.79,0.0
760440,Retardia Games,Dagestan Technology,windows,Single-player,Action;Adventure;Indie,1.69,0.0
760450,Retardia Games,Dagestan Technology,windows,Single-player,Indie;Casual;Adventure,1.69,0.0
760460,CUTE ANIME GIRLS,Tranquility games,windows,Single-player;Steam Achievements,Indie;Casual;Nudity,0.79,0.0
760490,Leon Aminof,Leon Aminof,windows,Single-player;Steam Achievements;Partial Controller Support,Adventure;Free to Play;RPG,0.0,0.0
760510,Gamers for Good,Gamers for Good,windows,Single-player;Steam Achievements;Full controller support,Stealth;3D Platformer;Indie,2.89,3.0
760530,2049VR,2049VR,windows,Single-player;Steam Cloud;Steam Leaderboards,Early Access;Indie;Casual,0.0,0.0
760550,あみそ組,Pujia8 Studio;Gamera Game,windows,Single-player;Steam Achievements;Steam Cloud,Indie;Adventure;RPG,2.09,1.0
760560,CSM,W.T.B.,windows,Single-player;Steam Achievements,Indie;Simulation;Clicker,0.79,0.0
760580,R_Games,R_Games,windows;mac,Single-player;Steam Achievements;Full controller support,Action;Indie;Adventure,4.79,0.0
760620,Chibig,101XP,windows;mac,Single-player;Steam Achievements;Full controller support,Adventure;Casual;Indie,11.39,1.0
760660,Green-eyed Taxi,Narko Games,windows,Single-player,Action;Adventure;Indie,0.79,0.0
760680,Magic VR,Magic VR,windows,Single-player,Racing;Sports;Action,3.99,0.0
760700,Atriagames,Atriagames,windows,Single-player,Action;Indie,1.69,0.0
760740,Vyacheslav Notbad,Zotdinex,windows,Single-player,Casual,0.72,0.0
760750,Dexion Games,Dexion Games,windows,Single-player,Simulation;Indie;Casual,0.79,0.0
760800,Cypronia,Cypronia,windows;mac,Single-player;Steam Achievements;Stats;Includes level editor,Adventure;Indie;Building,11.39,0.0
760860,Ynor,Ynor,windows,Single-player,Early Access;Action;Adventure,2.09,0.0
760870,Dexion Games,Dexion Games,windows,Single-player,Indie;Casual;Simulation,0.79,0.0
760880,DRUNKEN APES,DRUNKEN APES,windows,Single-player;Steam Achievements,Casual;Indie;Simulation,2.89,0.0
760890,etherane,etherane,windows,Single-player;Steam Achievements;Steam Trading Cards,Gore;Indie;Violent,2.09,4.0
760900,PPofGG,PPofGG,windows,Single-player,Early Access;Action;Adventure,2.09,0.0
760920,QuaSci Labs LLC,QuaSci Labs LLC,windows,Single-player;Steam Cloud,Simulation;Education,8.29,0.0
760930,RewindApp,RewindApp,windows,Single-player,Indie;Simulation;Casual,0.79,0.0
760960,SoftwareByEugene LLC,SoftwareByEugene LLC,windows,Single-player;Full controller support,Sexual Content;Nudity;Action,3.99,0.0
760970,Corrosive Studios LLC,Corrosive Studios LLC,windows,Captions available,Utilities;RPG,1.69,0.0
760990,waterxmelon,Atriagames,windows,Single-player;Full controller support,Adventure;Action;Indie,5.79,0.0
761000,Mister-Slam,Mister-Slam,windows,Single-player;Partial Controller Support,Action;Adventure;RPG,0.0,0.0
761030,Snowcastle Games,Snowcastle Games,windows;mac;linux,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,RPG;Adventure;Strategy,23.79,2.0
761040,Nylon Blonde,Nylon Blonde,windows;mac;linux,Single-player;Steam Achievements;Partial Controller Support,Early Access;Strategy;Indie,2.89,0.0
761070,Träumendes Mädchen,Träumendes Mädchen,windows;mac;linux,Single-player;Steam Achievements,Free to Play;Casual;Indie,0.0,2.0
761100,XiNFiNiTY Games,OtakuMaker SARL,windows;mac;linux,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards,Action;Indie;Casual,0.99,0.0
761110,XiNFiNiTY Games,OtakuMaker SARL,windows;mac;linux,Single-player;Steam Achievements;Steam Leaderboards,Action;Indie;Casual,0.99,0.0
761130,XiNFiNiTY Games,OtakuMaker SARL,windows;mac;linux,Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Leaderboards,Action;Indie;Casual,1.99,0.0
761150,Tapio Holopainen,Funky Monk Games,windows;mac;linux,Single-player;Co-op;Steam Achievements;Partial Controller Support;Stats;Steam Leaderboards,Indie;Casual;Co-op,1.69,0.0
761170,Benjamin Soulé;Mathieu Leyssenne;Yoann Laulan,Benjamin Soulé,windows,Single-player,Casual;Indie;Strategy,10.29,1.0
761190,WalkBoy Studio,WalkBoy Studio,windows,Single-player,Strategy;Indie;Simulation,0.79,0.0
761220,Live the VR,Live the VR,windows,Single-player;Steam Achievements;Stats;Steam Leaderboards,Indie;VR;VR Only,7.19,0.0
761280,Harry Gill,Harry Gill,windows,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Free to Play;Indie;Adventure,0.0,0.0
761290,Seth Johnson,Seth Johnson,windows,Single-player;Partial Controller Support,Adventure;Indie;Casual,3.99,0.0
761300,"SMONCH, LLC","SMONCH, LLC",windows,Single-player;Full controller support;Steam Leaderboards,Early Access;Action;Indie,3.99,0.0
761310,Onlyjoy`s production,Dagestan Technology,windows,Single-player,Casual;Adventure;Indie,3.19,1.0
761320,Oscar Celestini,Forever Entertainment S. A.,windows,Single-player,Action;Adventure;Indie,1.69,1.0
761330,Grizlikyt,Dagestan Technology,windows,Single-player;Steam Achievements,Action;Indie;Simulation,3.19,3.0
761410,Falco Software,Atriagames,windows,Single-player,Action;Indie;Gore,1.69,0.0
